timestamp,day_of_week,hour_of_day,origin_name,dest_name,weather_main,weather_desc,temp_celsius,origin_lat,origin_lng,dest_lat,dest_lng,distance_meters,duration_normal_sec,duration_in_traffic_sec
2026-02-05 00:45:48,Thursday,0,0_Depot_JNE_Kedungdoro,1_TP_TunjunganPlaza,Pending,Pending,0,-7.265232,112.736966,-7.262608,112.742352,2983,529,455
2026-02-05 00:45:48,Thursday,0,0_Depot_JNE_Kedungdoro,2_Hotel_Majapahit,Pending,Pending,0,-7.265232,112.736966,-7.260656,112.738876,2759,524,446
2026-02-05 00:45:48,Thursday,0,0_Depot_JNE_Kedungdoro,3_Pasar_Kembang,Pending,Pending,0,-7.265232,112.736966,-7.26948,112.730594,1412,345,323
2026-02-05 00:45:48,Thursday,0,0_Depot_JNE_Kedungdoro,4_Siola_MallPelayanan,Pending,Pending,0,-7.265232,112.736966,-7.256426,112.736236,1848,355,330
2026-02-05 00:45:48,Thursday,0,0_Depot_JNE_Kedungdoro,5_SMA_Trimurti,Pending,Pending,0,-7.265232,112.736966,-7.271378,112.743125,3573,620,552
2026-02-05 00:45:48,Thursday,0,0_Depot_JNE_Kedungdoro,6_Gramedia_Basra,Pending,Pending,0,-7.265232,112.736966,-7.266857,112.742223,3419,614,553
2026-02-05 00:45:48,Thursday,0,0_Depot_JNE_Kedungdoro,7_Rawon_Setan,Pending,Pending,0,-7.265232,112.736966,-7.261884,112.739778,2660,536,474
2026-02-05 00:45:48,Thursday,0,0_Depot_JNE_Kedungdoro,8_Pandegiling_Residential,Pending,Pending,0,-7.265232,112.736966,-7.273641,112.73347,2188,541,518
2026-02-05 00:45:48,Thursday,0,0_Depot_JNE_Kedungdoro,9_Patung_KarapanSapi,Pending,Pending,0,-7.265232,112.736966,-7.263884,112.742308,3276,609,538
2026-02-05 00:45:48,Thursday,0,1_TP_TunjunganPlaza,0_Depot_JNE_Kedungdoro,Pending,Pending,0,-7.262608,112.742352,-7.265232,112.736966,3236,501,434
2026-02-05 00:45:48,Thursday,0,1_TP_TunjunganPlaza,2_Hotel_Majapahit,Pending,Pending,0,-7.262608,112.742352,-7.260656,112.738876,1999,278,209
2026-02-05 00:45:48,Thursday,0,1_TP_TunjunganPlaza,3_Pasar_Kembang,Pending,Pending,0,-7.262608,112.742352,-7.26948,112.730594,4052,605,471
2026-02-05 00:45:48,Thursday,0,1_TP_TunjunganPlaza,4_Siola_MallPelayanan,Pending,Pending,0,-7.262608,112.742352,-7.256426,112.736236,3143,431,308
2026-02-05 00:45:48,Thursday,0,1_TP_TunjunganPlaza,5_SMA_Trimurti,Pending,Pending,0,-7.262608,112.742352,-7.271378,112.743125,1273,151,119
2026-02-05 00:45:48,Thursday,0,1_TP_TunjunganPlaza,6_Gramedia_Basra,Pending,Pending,0,-7.262608,112.742352,-7.266857,112.742223,1119,144,121
2026-02-05 00:45:48,Thursday,0,1_TP_TunjunganPlaza,7_Rawon_Setan,Pending,Pending,0,-7.262608,112.742352,-7.261884,112.739778,1793,255,191
2026-02-05 00:45:48,Thursday,0,1_TP_TunjunganPlaza,8_Pandegiling_Residential,Pending,Pending,0,-7.262608,112.742352,-7.273641,112.73347,3635,541,465
2026-02-05 00:45:48,Thursday,0,1_TP_TunjunganPlaza,9_Patung_KarapanSapi,Pending,Pending,0,-7.262608,112.742352,-7.263884,112.742308,362,91,108
2026-02-05 00:45:48,Thursday,0,2_Hotel_Majapahit,0_Depot_JNE_Kedungdoro,Pending,Pending,0,-7.260656,112.738876,-7.265232,112.736966,3761,680,598
2026-02-05 00:45:48,Thursday,0,2_Hotel_Majapahit,1_TP_TunjunganPlaza,Pending,Pending,0,-7.260656,112.738876,-7.262608,112.742352,2339,356,240
2026-02-05 00:45:48,Thursday,0,2_Hotel_Majapahit,3_Pasar_Kembang,Pending,Pending,0,-7.260656,112.738876,-7.26948,112.730594,2113,356,280
2026-02-05 00:45:48,Thursday,0,2_Hotel_Majapahit,4_Siola_MallPelayanan,Pending,Pending,0,-7.260656,112.738876,-7.256426,112.736236,1205,182,116
2026-02-05 00:45:48,Thursday,0,2_Hotel_Majapahit,5_SMA_Trimurti,Pending,Pending,0,-7.260656,112.738876,-7.271378,112.743125,3543,495,342
2026-02-05 00:45:48,Thursday,0,2_Hotel_Majapahit,6_Gramedia_Basra,Pending,Pending,0,-7.260656,112.738876,-7.266857,112.742223,3389,489,343
2026-02-05 00:45:48,Thursday,0,2_Hotel_Majapahit,7_Rawon_Setan,Pending,Pending,0,-7.260656,112.738876,-7.261884,112.739778,2700,466,313
2026-02-05 00:45:48,Thursday,0,2_Hotel_Majapahit,8_Pandegiling_Residential,Pending,Pending,0,-7.260656,112.738876,-7.273641,112.73347,2889,553,476
